"rating-other-user-rating","point-scale","title","title href","display-name-link","display-name-link href","review-date","text","actions"
"7","/10","Never let a man get this close.","https://www.imdb.com/review/rw9775394/?ref_=tt_urv","lojitsu","https://www.imdb.com/user/ur35669238/?ref_=tt_urv","6 May 2024","Here's The 4K Lowedown on ""Road House"" (R - 2024 - Prime)Genre: Action/ThrillerMy Score: 7.2
Cast=10 Acting=5 Trailer=7 Ending=8 Story=7
Visuals=7 Direct=6 Sound=7 Genre=8 Sub-genre=7Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.""Somebody else asked me if I was afraid today. I am afraid...I'm afraid of what happens when somebody pushes me too far."" I enjoyed this, but I understand why this went straight to streaming instead of getting a theatrical release. As I compared this to the original, I found that certain things like the fight scenes (CGI excluded) were better with this one, but what I loved about the original was lost here. I think this is worth a watch...if you have trouble with reboots, think of this as a prequel instead.","25 out of 28 found this helpful."
"5","/10","Road House 2024","https://www.imdb.com/review/rw9693176/?ref_=tt_urv","johnnyhbtvs27","https://www.imdb.com/user/ur23138296/?ref_=tt_urv","22 March 2024","One of the great things about the original Road House was seeing Dalton clean house and improve the bar bit by bit. That is severely lacking here with next to no time spent in the actual Road House and barely any screen time is given to the people at the bar. One of the highlights of the Swayze movie was him getting to know the staff and getting rid of the bad elements at the bar. Nothing of the sort goes on in this movie.Jaoquim de Almeida is wasted as the sheriff and has little to do while Daniela Melchior has less of a role than Kelly Lynch had in the original if that was possible.The movie's saving grace is Jake Gyllenhaal who is clearly having a lot of fun in the role and has good chemistry with an OTT Conor McGregor in the movies best moments. Best stick to the original cult classic.(Glad to see Arturo Castro's Moe live, by far and away the best character in the whole movie).","297 out of 394 found this helpful."
"7","/10","Not just some reboot","https://www.imdb.com/review/rw9798070/?ref_=tt_urv","milyrouge","https://www.imdb.com/user/ur20701922/?ref_=tt_urv","19 May 2024","Remakes of old films are all too often disappointing since they just try to rehash what made the first film work. That's not what this film is. There are some similarities (a tough guy saving a roadhouse from a greedy rich guy) but it's different film with different themes and a different atmosphere and Jake Gyllenhaal is stellar in the role of Dalton, a kind, brooding guy who has a lethal aspect which scares him.Right now, this film has a 6.2 on IMDb, which I think under rates it. If you look at this without the lens of the original Roadhouse, it stands well enough on its own to be worth more than that.","22 out of 25 found this helpful."
"7","/10","I wanted to hate this.....","https://www.imdb.com/review/rw9709018/?ref_=tt_urv","westbayou","https://www.imdb.com/user/ur119120085/?ref_=tt_urv","30 March 2024","Ok fact: remakes suck.Going into this, I wanted to hate it. Remake of an 80's classic and Jake G? Recipe for disaster. But..... this is a remake in name only. Fresh story, the only connection to the original is he's a bouncer for hire. I'll admit it, this stands up on its own.For lack of anything better to watch I gave this a shot. Color me surprised but I enjoyed the heck out of it. No agenda, just an old school action movie. Now the AI/CGI was nothing short of terrible, but if you look past that this movie embodies the old school Western movies it clearly mimics (and references several times, a bit on the nose).Was I entertained? Yup. Was it Oscar worthy? No, but I'll take entertaining over Oscar Worthy every time.Give it a shot, you may just enjoy yourself.","114 out of 151 found this helpful."
"7","/10","One of my new Personal Favorite Remakes","https://www.imdb.com/review/rw9781982/?ref_=tt_urv","chukkacabra","https://www.imdb.com/user/ur166131459/?ref_=tt_urv","10 May 2024","This Road House remake had its parallels to the original but put a totally different spin on it to create a completely fresh story. The bad guy, like the original, was a businessman in a suit, but the climactic showdown was against UFC fighter Conor McGregor's Knox. The fight between Dalton and Knox at the end is one of my favorites in recent history. Jake Gyllenhaal only had a few kick ass scenes since most of the remake focused on Dalton's internal struggle to a past traumatic event that wasn't explored in the original. In all, I liked this Road House just about as much as the original, and I strongly recommend this to all action fans.","39 out of 50 found this helpful."
"6","/10","Fun self-aware popcorn action flick","https://www.imdb.com/review/rw9704773/?ref_=tt_urv","darapjohnson","https://www.imdb.com/user/ur107935027/?ref_=tt_urv","27 March 2024","I don't understand the bad reviews for this. It's a film that doesn't take itself too seriously and it's obvious literally from the very beginning that it's self-aware. It knows how to laugh at itself with its over the top fight scenes and at times bad and cheesy dialogue or even the constant wild music being played in the background. Even the way Conor Mcgregor walked and talked was not serious in itself. I mean come on, it's impossible to hate on a film like this. Sure, some movies that don't take themselves seriously can still be very bad, but this one was actually pretty alright if you don't compare it to the original or just go into it with lower expectations. I'd definitely recommend this as a fun popcorn action flick if you're bored.","104 out of 146 found this helpful."
"7","/10","Solid action flick not to be taken seriously","https://www.imdb.com/review/rw9722115/?ref_=tt_urv","invisiblephrend","https://www.imdb.com/user/ur38270836/?ref_=tt_urv","6 April 2024","Apparently the reviews are getting swarmed by boomers that didn't get their cream of wheat this morning. Do remakes suck? Usually. But this is a solid action flick that doesn't hide what it is: a slapstick action flick packed with ridiculous amounts of alpha Chad characters and protagonist plot armor. It's laid on pretty thick throughout the film that it's meant to be a goofy punchfest of senseless violence and overly eccentric characters.Even if you haven't seen the original, this film still stand out on its own as a movie that's just fun to watch and at no point takes itself seriously. If you're looking for a deep and thought provoking storyline, then this might not for you. But if you enjoy the adrenaline junkie style akin to John Wick or just about anything Jason Statham, then it's highly recommended.The most impressive thing that stands out in this film is Jake G's commendable dedication to getting in shape for this role. Jake went through intense amounts of training and discipline to acquire an absolutely shredded physique for this role. The fact that he achieved this while in his 40s is an inspiration to anyone who is trying to get in shape. It's on par with Hugh Jackman's preparation for Wolverine.Now for the bad stuff. The fight scenes are heavily reliant on CGI body doubles and shaky camera effects that stick out like a sore thumb in several scenes. If they had spent a little more time in perfecting these effects, it may have worked out as more believable. Jake's character also has superhero levels of plot armor that can induce a bit of eyerolling from anyone expecting realism out of the story. Plenty of scenes where he survives moments that would easily kill an ordinary man (i.e. Disarming several men with guns without getting blasted).You're also not likely to enjoy the ending, as it was pretty intentionally peppered with plot holes in order to allow a potential sequel. This also may come as a shock to some of you, but Connor McGregor is (gasp) not a professionally trained actor. He was hired to play the crazy goon that he is in real life and it worked well for the film, in my opinion. Is it still worth watching? Absolutely.","54 out of 77 found this helpful."
"4","/10","Flat","https://www.imdb.com/review/rw9693427/?ref_=tt_urv","SaidNDone","https://www.imdb.com/user/ur40618128/?ref_=tt_urv","22 March 2024","""Road House"" feels like the highest budget 'made for TV' movie ever. Despite the money thrown at it, blockbuster director, and casting of Jake Gyllenhaal the movie overall falls completely flat with awful dialogue, uninteresting characters, and a storyline so thin you can see through it.The only positive about this movie is there were some very creative shots in the fight scenes, but even those were relatively uneven. And Connor McGregor was given far too much (poorly written) dialogue which combined with his vapid delivery takes you right out of the movie.Overall it feels like ""Road House"" was the product of someone giving a 13 year old boy absolute control of a Hollywood production. The upside to this is the chaotic mess they left behind is somewhat entertaining.","535 out of 705 found this helpful."
"5","/10","Starts well...then Mcgregor shows up","https://www.imdb.com/review/rw9692310/?ref_=tt_urv","nrshorter","https://www.imdb.com/user/ur119417064/?ref_=tt_urv","21 March 2024","I was expecting a fun action movie, and it started well. Jake is great (as youd expect), and so are most of the supporting cast.There are also some fun moments and lines. But then Conor Mcgregor turns up and it goes down hill fast. He really can't act, and just stomps around spouting cringe one liners that he can't pull off. You'd also expect at least his fight scenes to be good, but they weren't.With another actor in the Mcgregor role this could have been a great action movie.The fight scenes are hit and miss with some looking very fake with some bad cgi at times too. In fact the cgi is pretty poor in general.","468 out of 642 found this helpful."
"8","/10","Great fighting, mcgreggor is crazy","https://www.imdb.com/review/rw9774858/?ref_=tt_urv","jeltehelmholt","https://www.imdb.com/user/ur181161436/?ref_=tt_urv","5 May 2024","I have not seen the original road house, but really liked this version of it. It was full of action and did not take itself to seriously. Great camera work in fight scenes and overall a fun to watch movie. My eyes were glued to the screen most of the time and even if I knew where the plot was going I wanted to see how the fight scenes would play out. It is not a new all time classic. The plot is fairly simple, but also unique because of the backstory of Gyllenhaals character. Gyllenhaal is a great actor and carries the movie with his acting skills. Mcgreggors character was a little over the top, which worked for me. As he was a real threat to Gyllenhaals character and everyone else, because he was so unpredictable and did not care for anything or more specific anyone. Overall a great movie full of action packed raw fight scenes that I would definitely recommend.","36 out of 38 found this helpful."
